penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note,google_hotels_price_apply_status,google_hotels_price_apply_note,google_hotels_price_source_query,google_hotels_price_source_file,google_hotels_price_property_token
LODGE-00037,Homestay Budihouse,guest_house,-6.8908,107.5589,bandung_raya_valid,193998.0,Rp 193.998,4.1,576.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kitchen in some rooms; Airport shuttle; Full-service laundry; Accessible; Kid-friendly; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGahLcOzshrIwgnFBviOn1kYeCSm_YH6C_f-zkmNft2c_xzWHgBgWDWOd-DpdbBK8665ko8tHG8f23m29qpVc3BnKYTcRQWwj3OaSuAi_NwKNLHTD12surY7gWXv3qI8-6MA_eaCKoP8I7d=s10000,http://www.budihouse.id/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00895,Cozy Homestay,guest_house,-6.8896,107.5849,bandung_raya_valid,141103.0,Rp 141.103,4.5,32.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHe7Mt7kupE-z3WaQHbqqO6_BymJ3jUT8M74bf44PNZRc-c5ESCpzpisRvFLwb4tHZ0pGBS2JztvA4QqPTY4haYBGx5G32J6Fz_eDkzNov7IBaNIZUsnNREiLDHAh5wHaAb0bt5nw=s10000,https://www.reddoorz.com/en-ph/hotel/indonesia/bandung/sukajadi/sukagalih/cozy-homestay?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00905,G10 Guest House Near Asia Afrika Bandung,guest_house,-6.9296,107.6152,bandung_raya_valid,315247.0,Rp 315.247,4.585,23.0,0,,Belum tersedia,Jemputan bandara; Bebas asap rokok; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZjquKsyc71kw6DQmFF7Jn-h3mr3zpGuGIqjT-B4npiIqQKxF75uj3MVHlFzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sAqAHbCDMwTwIOo0X-dpRpY0tdfs3OwwxOS_5D8V9vcybqAtA32aV4_4nfcPa23gaeuxSyAYc8ejpgaVDL2aj8MKX8qecSERP8tBUtfWPZ3J-FwAKETeIYL49a-F4UB9A-xFAd1xnN3WrankP_GKD6IL4AQZ7PFqnNsSjH2_N22zj5rUFwGNO6LGvvssL,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D74484909%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01133,Hotel Doorman Guest House,guest_house,-6.9175,107.5997,bandung_raya_valid,203064.0,Rp 203.064,4.6,337.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQY6KuDwLGnjCACW1BgzcCmnLJFyKd9tpWotL_bCuAMZmGftGKauZpth2GKCwx67Kux2E0II62foUfjPIigzjnPTD8jZCdnpbITqOtUuYAnjg5UnNyQZIqFGYGApw6-ZEc0HAn=s10000,https://www.oyorooms.com/h/59016?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BDG061&latitude=-6.91797&longitude=107.5996&locale=id,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00070,OYO 3463 Cimahi Guest House,guest_house,-6.8982,107.5613,bandung_raya_valid,130628.0,Rp 130.628,3.7,323.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEB1NEb4X-DGKjkIq2KQnvM8mLhP5DquKHDxeggagqnHKdzGWzE4utQHTr-Vk62jyuuYYEP-r-nXuAtkHPP1tSp2W6qPizQ4BhsYYohSXYv4_EGTFPrlo_vU96YJt1lY_V4E83SvQ=s10000,https://www.oyorooms.com/ID/101591/,0.95,keep_primary_deduped,LODGE-00371,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00080,Cottonwood Bed & Breakfast House Bandung,guest_house,-6.8863181,107.577594,bandung_raya_valid,395152.0,Rp 395.152,4.6,853.0,0,,Belum tersedia,"Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGamNJVI6kt983RU1Zh6C2ipC6zXs7mxm-Vk0X0K9gXmeEJ4y6W1PWLrWc7j4_lyq8Jrpqr90YWNeseelOubhOumoz6WZrsdmAuAML-W4met3n9l8HwYeqZLlN6iE1XLKQkZSTB=s10000,https://www.instagram.com/cottonwoodstays,0.94,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00081,LN9 Bandung Guest House,guest_house,-6.8823948,107.5793923,bandung_raya_valid,154062.0,Rp 154.062,4.3,585.0,0,,Belum tersedia,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Full-service laundry, Kid-friendly, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0ukW0sahK6TzBAfk_nvMU7rKBk5Q6hqJzfVy7U75FRc7UyEB8tDQel8Fu_R3CGlgg1QNNG6qbDljDFdHHfoN8rXwCp4V3uQBEeSsYam_xJ4Vrt8yxpXTRadKUpQ9ko58tREDq=s10000,,0.94,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-00114,Micasa Guest House Bandung,guest_house,-6.8892,107.5795,bandung_raya_valid,98135.0,Rp 98.135,3.3,302.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Pool; Air conditioning; Kid-friendly,https://lh5.googleusercontent.com/proxy/TP6FMbgGvK1yDix8f6I_0baLAiMlbMFGNsqZra7Fruk1mupOLyRpoODkdgAl3G5z2ILpWG4CQxmP3NWpRCRjFJsEGOpuvQTEBd_b3HRk_lt060TqqQga3DFRpOjBF-BP8V7r7rhWihKF5bYVSRHFiCSumKEkhy47KypDPRgNWQ=s10000,,0.85,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01383,Nice Guest House,guest_house,-6.8722,107.5987,bandung_raya_valid,135064.0,Rp 135.064,4.3,258.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kid-friendly,https://cdn.worldota.net/t/1024x768/content/54/7a/547af70f43d90c423f2511a85b825526314af56a.jpeg,,0.85,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-00222,Calda Homestay Syariah,guest_house,-6.8685,107.5728,bandung_raya_valid,522900.0,Rp 522.900,4.7,86.0,0,,Belum tersedia,,https://cdn.worldota.net/t/1024x768/content/f7/10/f71014253bb9f23d7e765a935d062a13c6834701.JPEG,,0.7,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link|missing_amenities,scrape_reviews_for_sentiment,3,False,False,False,,,,,,
LODGE-00449,Seven Homestay,guest_house,-6.8567287,107.5718447,bandung_raya_valid,343852.0,Rp 343.852,4.8,40.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOMH7fiq1m9DB_i7zgMoQ6q9P273acFmMd0_Rhxza21PIlu3Qhh_pEVXGqkobkCQSNkH2Yt8SczXOdD3Fg5ULGou1WbchibUxBtpM3JTtBiGbtEFeJv2v-rssyO0K5dQsKnwIS=s10000,,0.44,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link|missing_amenities,scrape_reviews_for_sentiment,3,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"hotel in Cimahi, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-48-22-530.json,ChkI7buhhOudwsFGGg0vZy8xMWgyamIwYl96EAE
LODGE-00866,Aston Pasteur,hotel,-6.8936,107.5872,bandung_raya_valid,807974.0,Rp 807.974,4.6,16164.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Hot tub; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,https://photos.hotelbeds.com/giata/original/50/508461/508461a_hb_ro_012.jpg,https://pasteur.astonhotelsinternational.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00906,GH Universal Hotel,hotel,-6.8506,107.5981,bandung_raya_valid,929152.0,Rp 929.152,4.7,11824.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHormR5l6BK01Z0m_b6UUsSd9j_bR8K2-9kbCxUUvMUxy8fpLNLJYlhhufA37ueeDRkobBpl8yS0qTq-S8Wq-iz6utT-_e_HSnkPaDKgIM_cL03tA_-cvk2CVfRZM0wO0vgQVKCryv46Pm9=s10000,https://ghuniversal.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00889,Clove Garden Hotel Bandung,hotel,-6.8727,107.6426,bandung_raya_valid,522967.0,Rp 522.967,4.6,11739.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Hot tub; Air conditioning; Fitness center; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/cc/c4/be/jogging-track.jpg?w=1300&h=900&s=1,http://www.clovehotel.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00913,Grand Hotel Preanger,hotel,-6.921,107.6119,bandung_raya_valid,579606.0,Rp 579.606,4.5,7805.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNr6hoOuBXR5eerhq8jpTmKRufkFUGOu5O7E3HPzYyDiqsyq1AHUsCyD726lW66_J9keLfNiEecNTjaUUfdhG1WWdgyE2uHDHTjQTZ92RveBJRTs9SoHLIHThyj1qoPOVBKxQZ=s10000,https://grandhotelpreanger.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00909,Golden Flower Hotel,hotel,-6.9204,107.6049,bandung_raya_valid,371176.0,Rp 371.176,4.3,7134.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Parking; Outdoor pool; Air conditioning; Fitness center; Spa; Restaurant; Room service; Full-service laundry; Accessible; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXMeIaYa0GtUkkn6VZYgl8YcypkHKwyXYHwLRtKa9qOaf-W_txt7CCj1Zr33wihyy6h-1BCixGs6a9nM8l-ajqnC5LHG4LuBBbUsXYB9QcOZStRvtfK359_PPhvo8UBKMCUFJxmw=s10000,https://booking.kagumhotels.com/offers?hotel=GFLW,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00908,Gino Feruci Braga Hotel,hotel,-6.9178,107.6091,bandung_raya_valid,678699.0,Rp 678.699,4.3,6214.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Parking; Outdoor pool; Air conditioning; Spa; Bar; Restaurant; Room service; Full-service laundry; Accessible; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHU223j2X7XJN8kGonX01u9kXobXuQlJuNz_xa5VwoCnNJfMeImQoqYbSY304ZYHXnGJlGAhZL-ByC8b9yfT1K6v1cikcl0hiHJsrTB7tt9f02B8RkOB1OrnSfF0eJmwMQVUpk=s10000,https://booking.kagumhotels.com/offers?hotel=GFBR,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00973,POP! Hotel Festival Citylink Bandung,hotel,-6.9295,107.5862,bandung_raya_valid,350000.0,Rp 350.000,4.3,5170.0,0,,Belum tersedia,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Fitness center; Spa; Restaurant; Room service; Full-service laundry; Accessible; Kid-friendly; Smoke-free property,https://images.trvl-media.com/lodging/5000000/4830000/4821900/4821818/b6143d4a_z.jpg,https://www.discoverasr.com/en/booking/property-listing/booking-journey?hotel=34576,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00912,Grand Dafam Braga Bandung,hotel,-6.9168,107.609,bandung_raya_valid,641632.0,Rp 641.632,4.8,4516.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Hot tub; Air conditioning; Fitness center; Spa; Bar; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Full-service laundry; Business center,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQOQbhmBxwT4oN3w3ypKL0ej-M5jg3ZS32JuQBub4lqFCI8dMIhi2j3GwgIj1nyCyxTKvpxM0tqICKkbzWlKo9bAyDpQ67xEvxRk1UW4v_DCKfrQY9FAuszBYR5nw8T6ZmKXzLiU_UZYY=s10000,https://granddafambraga.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00915,Grand Pacific Hotel,hotel,-6.9088,107.5979,bandung_raya_valid,334688.0,Rp 334.688,4.4,2978.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Spa; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Business center; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEk1CyA4SYaLIHCaYUfp-BUbq765qFKF4h14VdD0VTpcyvPVAXXBkPjlOUg_hq42HeSs82yNVDuVV7IK2N71eGpJyTq640XKIVqe7wxk3U57IjfQNRfpa8PsZ9wG4ZVBIMneltK=s10000,http://www.grandpacifichotel.co.id/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01086,Zodiak,hotel,-6.9123,107.5994,bandung_raya_valid,267908.0,Rp 267.908,3.7,2708.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Kid-friendly,https://images.trvl-media.com/lodging/9000000/8260000/8256100/8256038/a2c8c346_z.jpg,https://booking.kagumhotels.com/offers?hotel=ZKBK,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01087,Zodiak - Taurus,hotel,-6.9115,107.5982,bandung_raya_valid,223601.0,Rp 223.601,4.0,1796.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Air conditioning; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwePb1Cp3AKh00z-CBZYGXfa5g7sHoOKYH2Chlqyp4MaSdB2HrApSa4WiJnaPeyJAQODVVBYLd5DWgxk5CN1Hm3APHDkUj_0O54qDv3AqTye-IPvBaoufvpSP5xtHxf9cBNXk=s10000,https://kagum-hotel.com/hotel/zodiakpaskal?community_code=kagumhotel&checkin=2024-11-01&checkout=2024-11-02&adult=1&child=0&infant=0,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00907,Geary Hotel,hotel,-6.9125,107.6033,bandung_raya_valid,381717.0,Rp 381.717,4.5,1716.0,0,,Belum tersedia,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Spa; Restaurant; Room service; Accessible; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENpq5YVeBCP8DK1UWj4acL6Bmhhd-zQkgW5CkN3S8V9cqAVRYkZTzF0VRxQvkR-uwSqhI7MnJ_tIfpuRY8Q4XD9SuZ-FiaJUC_yh8REcbQ_cLZGyt08dTIu93ZxoV4sGt5Ah7d9cXhD1Yo=s10000,http://www.gearyhotelbdg.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00884,Cherry Homes Hotel & Residence,hotel,-6.887,107.5843,bandung_raya_valid,203198.0,Rp 203.198,4.2,1624.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Kitchen in some rooms; Airport shuttle; Full-service laundry; Kid-friendly; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4VCDEqDPLzr8bzXmb4kcX5qFcbx6CzJ-_XTofCdFh2uoAKOxoerwv2QVllCr6XCUkLn6J7-Ql6-H6NSDNBq5xCurnVsITqza89rTPqQH1xszf3nV8JbOoA89HZPO7iR73mZM8Ew=s10000,http://www.cherry-homes.net/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00950,Kollektiv,hotel,-6.878,107.5868,bandung_raya_valid,740775.0,Rp 740.775,4.7,1486.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXx6GPF6Lk31-ygQbqWIeJPjpRPWr4zNI4K0n-4Zaei00AujymfPpQ8hAiVg0GCHgQTtPsg1IWTQyTykDVARjJzxvLJFQJ_TBvZNOJHy6wA1v3tCcAoyjo-bQgTqpAvZf1qjmPxA=s10000,https://www.kollektivhotel.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00937,Hotel Sabang,hotel,-6.9095,107.6239,bandung_raya_valid,138369.0,Rp 138.369,4.4,744.0,0,,Belum tersedia,Parking; Air conditioning; Restaurant; Room service; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHONRE45-juPlMZGyZbpSb7FJnylmNT7noEhAMwiOXFLpd9byhncPP30A6i6ycKEzL7kXcAkRh2iCf05wCmC7JaPJF9GT6z4Tq8uhJK-fHlmQK6FKHuH_9lsP-4SDzmZ3u34bmj=s10000,https://www.oyorooms.com/48844/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00886,Cihampelas Hotel 1 - Bandung,hotel,-6.889,107.6042,bandung_raya_valid,188279.0,Rp 188.279,4.0,631.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPKTyk0DtMuqAQqzc9BPQjMtIXZmas7YK5MAV8tTFLslPHAVO_I-73-1i95FXA7iJW-w4xI7MbMTNW_8MZ5w7rgYwTKtpcv_WPcnLy-bz9mNdW9eI9UbM7U2EmG0duBsu6Tr2wjkQnLjew=s10000,https://www.agoda.com/id-id/hotel-cihampelas-1/hotel/bandung-id.html?cid=1844104&ds=Rx1sHHbxpyubd%2FKR,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01013,RedDoorz near Telkom Corporate University,hotel,-6.8724,107.5903,bandung_raya_valid,108694.0,Rp 108.694,2.9,385.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEldFzaUb-F36sdtPuBg8BGYOHGKL3P5Fp2xdF22d9MLUKHjoPcZ1tAgMspPmCsiVDhKtCE2VFoVIeLsiVD18QYbWmosewwirfz8o_4I7E_vyTq8H3pG8aZ8-12rnpqi-Nm6ABM=s10000,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/geger-kalong/sukasari/reddoorz-plus-near-telkom-corporate-university?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00897,Daun Residence,hotel,-6.8899,107.6136,bandung_raya_valid,440080.0,Rp 440.080,4.5,382.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Kitchen in some rooms; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvnT-FowmXZcuZoJ5WeMJ7xtZ9X61J3p7S173Pl2dVpwA7S8DfZemKmeHTErNEJyf45Vl3tB6-Uy9hrk2ViCqRVGEXjN0urZhl1lTG_J9nD_dd60e9UDK4RvYQYvfAFV-24WZbrw=s10000,http://www.daunresidencebandung.com/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
