penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note,google_hotels_price_apply_status,google_hotels_price_apply_note,google_hotels_price_source_query,google_hotels_price_source_file,google_hotels_price_property_token
LODGE-01094,youre.at - Ciumbuleuit 1,hotel,-6.8809,107.6049,bandung_raya_valid,842314.0,Rp 842.314,4.9,301.0,0,,Belum tersedia,Free Wi-Fi; Parking ($); Outdoor pool; Air conditioning; Fitness center; Kitchen; Accessible; Kid-friendly; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6r_I6IaT5229ct0CBR6FwUbmhlYJ3wgcI7h87b_ha2PHN-TwANU0quJgUVvC_bCLd8hcHvAAlgj-v48tO2_BfNvIDu9mg-lJlxB3HBQ8TygDfaDFMOfJKKiaFAmNyy3FQ9TiIxw=s10000,http://youre.at/gca1,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00993,RedDoorz Plus near Surapati Core,hotel,-6.9017,107.652,bandung_raya_valid,168992.0,Rp 168.992,3.1,236.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://cdn.worldota.net/t/1024x768/content/07/e2/07e26aa8978e50c01bb4a9cc492c83b8a03572c1.jpeg,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/cibeunying-kidul/cibeunying-kidul/reddoorz-plus-near-surapati-core?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01000,RedDoorz near Exit Toll Pasteur 5,hotel,-6.8862,107.5841,bandung_raya_valid,123736.0,Rp 123.736,3.3,233.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly,https://cdn.worldota.net/t/1024x768/content/20/d7/20d7709c22550cee99fe8d9fe2a52ceda4a5aa8d.JPEG,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/sukajadi/home-33-bandung?utm_source=google+&utm_medium=mybusiness&utm_campaign=webclick,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00890,Collection O Kebon Jeruk Near Paskal 23 Formerly Sentral Paskal,hotel,-6.9154,107.5972,bandung_raya_valid,273750.0,Rp 273.750,3.6,212.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHbrP5yWZYLClK48HzwLOZmblx50XEyzV3N8Ry6dZBL43JRmOJk9PjCGVVOaByJiPdFhOJytEAFk5Cl5PuGlIEa-TWrZx3NOPIrp97OZ92WhAaON3d6j40uCjSbmMLBtXOBTJQUPlRiZle=s10000,https://www.oyorooms.com/ID/101401/,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00901,Elephant Eleven Residence Buah Batu Kota Bandung,hotel,-6.9334,107.6217,bandung_raya_valid,181498.0,Rp 181.498,4.5,86.0,0,,Belum tersedia,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Bar; Room service; Business center; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6HbBAiYJ4UmM6Tpoqrv11GsW_phC8f6_v_Ah05mCvmr6U99xtSQmrQrnhmqCeSxH-qzN840SC8HQ-pZ-o4LEueWpOkOpoWJHnmXPmDLSbnVhuogzgy1T-S9lnsbHeByFC9Cg=s10000,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/lengkong/malabar/elephant-eleven-residen?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00888,Ciparay Residence,hotel,-6.9592,107.6424,bandung_raya_valid,233586.0,Rp 233.586,4.275,43.0,0,,Belum tersedia,Bebas asap rokok; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zn4ux4hsbyVkdEUifSNsSsQvMjF2PJJW6j0-acZb0jZKtPhUdxrzILWK2PTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3swz7jSt5pcP2G4isC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnWKoeBgFzFLSxF1vxDHzortMNIZm3oNluv-3gWo9IXK-5eiG9GrLyj66lzTm34rODA_bkqlX82Sa8Gr3YnX-t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xnUBOcoDxsmHkaYwsoqZq-9,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D101916886%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00956,Manta Living Bandung RedPartner,hotel,-6.864,107.5878,bandung_raya_valid,216399.0,Rp 216.399,4.9,43.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Fitness center; Accessible; Smoke-free property,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcr_tgRe046i4QybD7hNhs39FGN3W5XPOffcHnStzZnZXB3VFQOUEQnYlvI1gsXJr9rNVdNp1aZ_R3PsZB9XRigwN6SIfpCG1Dq7-oQPaUe9e8uyW5qjtUTMkkrqXlJOJtuog=s10000,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/sukasari/gegerkalong/manta-living-bandung-redpartner?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01047,TechieRoom Swift at Clove Garden Residence,hotel,-6.8729,107.6404,bandung_raya_valid,477693.0,Rp 477.693,4.2,8.0,0,,Belum tersedia,Ber-AC; Balkon; Cocok untuk anak; Elevator; Papan setrika; Dapur; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/104709817.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://beds24.com/booking.php?propid=44636&sr1-best=1&apisource=58&referer=googlehpa,1.0,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00824,Grand Panorama Lembang,hotel,-6.8104,107.6249,bandung_raya_valid,356894.0,Rp 356.894,4.2,2082.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Kitchen in some rooms; Full-service laundry; Accessible; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgq8-lY8_-9X_oZwv6cn4b4Az4miepdbsPXQy3s0oZ_K0hmkY_llVrCLhOObq7-pXcrG02a-oqfinRi6CWOwuLP9J51WLLY4E1_97mlccvpxq9T6moCe4w9TrtWPI1bqFkfT8=s10000,https://booking.bedshero.com/en/offers?hotel=823dd043,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01183,Sartika Hotel,hotel,-6.9302,107.626,bandung_raya_valid,138180.0,Rp 138.180,3.6,222.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOnYVFZFQoqxGdHwUX5ZcBM4TpXNYrzw_XA0Au-aZInA9_6hBgwy1iHKMH8yVnlf3WEWcR3voDb0P6xf2MEvedaDuYb9WomFcmtogmdGjRY63JTJDLq2OBetipZGpGzTQlqmh_5TQ-9Eve=s10000,https://rehat.co.id/hotel/sartika-hotel/,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-00079,Zona Bobo | Muslim Friendly | by Belgareti,hotel,-6.8631,107.504,bandung_raya_valid,291892.0,Rp 291.892,4.9,27.0,0,,Belum tersedia,Free Wi-Fi; Parking; Air conditioning; Kitchen,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMndKD9LwhfwdRhrChiE0DbOzWhjEmzzwoZcltkYkfz2p7Kmd9BiwuWsC03FKEUHJdqShVCRSW070hIS_K0a0CXOq3dvJVRVIIQ-IKWDDvJ0svy7wJlbJ_ZN91KScVuWePlxNA7WNYA6Pc=s10000,https://belgareti.com/,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01159,Oslandmark Residence,hotel,-6.9127,107.5925,bandung_raya_valid,791818.0,Rp 791.818,4.6,8.0,0,,Belum tersedia,Ber-AC; Elevator; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzM3ilQdgNN34WLaEyNjJjWPtqnTEn_sMjkb8pc44qMJdtcgX_YAYsk_Km3Grd0RIiARMiosL61vuHECmy1tDzJt4GJnDR8B3VLtBDohOOw==.jpg,https://www.booking.com/hotel/id/oslandmark-residence.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13357467&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13357467_grp-3_gendate-20260524,0.95,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01234,Chara Hotel,hotel,-6.9225,107.6197,bandung_raya_valid,460736.0,Rp 460.736,4.0,1386.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Spa; Restaurant; Room service; Full-service laundry; Kid-friendly,https://images.trvl-media.com/lodging/103000000/102560000/102557800/102557777/3d701fab_z.jpg,,0.9,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01272,Hotel Victory,hotel,-6.9068,107.5958,bandung_raya_valid,340057.0,Rp 340.057,4.1,386.0,0,,Belum tersedia,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAES5szlzH-sUpHA3Zv7ujaCErVAya8EfaTtVut0ClM8WJ-Ou_cyb2jq96ZIwbTmRFyiV0nGD_lFyFOmKYED7CuY6fnKlbNxqUXPVZmKDwPneoTG77DpoL4_4UC7caU48vHVsbhONzdT4gBx=s10000,,0.9,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-00085,Asthaloka,hotel,-6.8939,107.5735,bandung_raya_valid,302208.0,Rp 302.208,4.9,364.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Accessible,https://lh3.googleusercontent.com/gps-cs-s/APNQkAER2_bh77HdEl2NeupbN7cgOBMnMmPaFxY_wzGzJCGNOai7-T0zX9UUJcgOEIKqBeUlLMXbCrEbuhWCCuNe8O3qeQHccmlrt9ZdtLKmhzXkttmQXb6S2gzlqHIwyse9LYQDTFu-QBKznvA=s10000,,0.9,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01289,Mypodroom,hotel,-6.9229,107.6093,bandung_raya_valid,275311.0,Rp 275.311,4.7,362.0,0,,Belum tersedia,Free breakfast; Free Wi-Fi; Air conditioning; Room service,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE58jpSyt4NnUuZPQXiiEOWDRo8zixS1vi1JiZ8V6dnhbmO5e7EYA4UprMQZ4HcAVanXgRzuah672Ppq0MF_2-EStXhycsV4hWyG2hFSac3LVCg1AMfD0T_9BRaWu0TNxLKX2RNmQ=s10000,,0.9,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01267,Hotel Kurnia,hotel,-6.9284,107.6167,bandung_raya_valid,122727.0,Rp 122.727,3.6,312.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning,https://cdn.worldota.net/t/1024x768/content/2c/d1/2cd158304bcc61745c00e6b7cdc50d9eea21c4ba.jpeg,,0.9,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01355,Feby Maisonatte by OYO Rooms,hotel,-6.8897,107.5826,bandung_raya_valid,182055.0,Rp 182.055,3.115,421.0,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zhpjt4XcGv1E1HQ-EWZETzDbkgFnMFpCT_h3rEIj0u5ubPi0TybPhVHfoITF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sEIgtPWr2pQoMEqcf5fQOj4gVcYQwOAM6IiyYD4BSyNyblRtH2nCutuIacvXA9EltddFd0EQk0IHphIg_aV-8ws64z7TWYUhi-v9HkOKaa3Z8FwNnXzeIdPQ9VfJobww_5j9PZENvdSC7onf_vi0EfOQK9m59FI6sJw,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D5237209%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.85,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_amenities,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01359,Graha Asri Hotel,hotel,-6.8493,107.5978,bandung_raya_valid,249386.0,Rp 249.386,3.4,115.0,0,,Belum tersedia,Wi-Fi; Free parking; Kid-friendly,https://images.trvl-media.com/lodging/110000000/109280000/109275900/109275835/5d30d5a0_z.jpg,,0.85,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-00139,The Cluster Harris,hotel,-6.8948241,107.5397126,bandung_raya_valid,293936.0,Rp 293.936,4.5,57.0,0,,Belum tersedia,"Breakfast ($), Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFd8t2l5_NBVLh2I_nnz0EH9fqNX1XAF8rYevQDgVX-zcWiLNnt4f0AdkLu_ICtbgC4KrDSQ3k9-9IXTiakM8myc0tqNeVhUJUSXSIWbsZdpFo5w3gJOEo2-iME9s6pzE468IDjKQ=s10000,http://bit.ly/TheClusterHarris,0.84,manual_resolved_keep_with_merge,LODGE-00176,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,,,,,,
LODGE-01433,Cove Vaia - Coliving Bandung,hotel,-6.9366,107.6151,bandung_raya_valid,276832.0,Rp 276.832,4.9,253.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcrvnfjlBWr1t-ydVuiZwlblqdUBsw9OJYkwwfjzJEs_QLoZk3sN8PL85il71ZK3gxch1ms5voUevBTkO2LH2SEYaaQLfvbqb46nzttQ8ghzWL9nwFT9R76h_xhYfNLrL0DjzNF_I5XQ1e=s10000,https://cove.id/properties/cove-vaia?utm_source=gmb&utm_medium=website_button,0.8,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_amenities,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01442,Dancenter Promenade Near Cihampelas Walk,hotel,-6.8969,107.6036,bandung_raya_valid,354569.0,Rp 354.569,2.2,41.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzEFWdYxB3QNCjSqGYiW1apj5QWVkcCNpV9OrtHnPbuuor9KsITAp3ZotZLualylnrjYBECH8o_sFYf4JNBGTbMyuGKnC9qxEagyxDYnJlU-xBHLFEDmceIXsMaI0mHxu6YZhzi05nesP7=s10000,https://www.oyorooms.com/ID/304924/,0.8,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_amenities,scrape_reviews_for_sentiment,4,False,False,False,,,,,,
LODGE-01556,Teratai,hotel,-6.8879,107.582,bandung_raya_valid,81251.0,Rp 81.251,4.1,95.0,0,,Belum tersedia,Free Wi-Fi; Free parking; Air conditioning; Smoke-free property,https://cdn.worldota.net/t/1024x768/content/9b/70/9b702dabe7c789ee1956b54b3937c8d90bbb2a8f.JPEG,,0.75,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link,scrape_reviews_for_sentiment,4,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"penginapan murah in Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-46-16-156.json,ChkI49T8s6TVhbkDGg0vZy8xMWoxbTExdzAwEAE
LODGE-01576,MOONSTONE,hotel,-6.8875,107.5837,bandung_raya_valid,377399.0,Rp 377.399,4.5,70.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbuIR_Nqkf_aLMK8VXoW9nOHe8xuYLIO77qz5iS3yNf88_nl661O3kb-B1KDPCek00M_anXLlE8_nuC4dZeW67J_uoci_bk0E4qQNMAGRvb7wpKNxS0N5yup5RmjrMZChv4np-vqfIndiB=s10000,,0.7,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link|missing_amenities,scrape_reviews_for_sentiment,3,False,False,False,,,,,,
LODGE-01610,Favehotel Hyper Square,hotel,-6.9162,107.5946,bandung_raya_valid,396992.0,Rp 396.992,4.4,6458.0,0,,Belum tersedia,Spa; Kid-friendly; Restaurant; Parking; Room service; Airport shuttle; Free Wi-Fi; Free breakfast; Air conditioning,,https://www.google.com/aclk?sa=l&ai=DChsSEwias5mIluWUAxXLLtQBHWkVDu0YACICCAEQBxoCb2E&co=1&gclid=EAIaIQobChMImrOZiJbllAMVyy7UAR1pFQ7tEA0YByABEgIUjfD_BwE&cid=CAASugHkaA9G-YpBHdfk6sOXZO6crxW1XtxhbnVSyF8f-EXzZUwIgpP-bcV17lobjN4sgWGHSIaR4C2oVKmwfLqfYojGj-gOx3A8O-fitHs37sLb-rr-snRh8Kwu6wuyk6jBBalhEzVYP4WRjfWpJu2_VBmO2tVl0-ihAp0f80XA_y6FXAn-d6XGB2Xqk3nJdxHRF661D8suIsq9FDXyaIzjDp0nSZccXZQ2bnwh1UuTcdCwIx1fyZvcWfWd20g&sig=AOD64_3Kn-LqcQZFgIZ1R5dfT__L6OMdSw&adurl=,0.6,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_image,scrape_reviews_for_sentiment,4,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"guest house in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-43-42-412.json,ChgIhoTH4rzHkrIbGgwvZy8xcTZral9wMTEQAQ
LODGE-00774,Hotel Soreang,hotel,-7.014,107.5311,bandung_raya_valid,260379.0,Rp 260.379,4.3,728.0,0,,Belum tersedia,Free parking; Parking; Free Wi-Fi; Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwi45Leq3eeUAxWNhVoFHTg1BogYACICCAEQBxoCdnU&co=1&ase=2&gclid=EAIaIQobChMIuOS3qt3nlAMVjYVaBR04NQaIEA0YAyABEgKecfD_BwE&cid=CAASugHkaBDuOMAIatyLAgffK9cK1AkUjQW9LH4orDZ0O9H0sQfncHsU8OSHv8_e018ioU6vazqdYUagu8GGTWzzR8mE4IIKo3req7BqnBtigUECn7743azfksMf0SspbaCP634pmulAhw01Dy3DHj_gLsNEQ2zV_Q9fgUOL_SpvEh08lieKOC4pYwq5XPs81eGR-kyPdR0YEkOMeWhX-yIYHZ3uIO9vrMSIZIpNz3fkNbkpGReNH99jid5R1Nw&category=acrcp_v1_48&sig=AOD64_1EPY3eKKw7k07wP2UYyUGo36qvGw&adurl=,0.6,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_image,scrape_reviews_for_sentiment,4,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"penginapan in Kabupaten Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-51-18-035.json,ChoIkOOvjpGg4aW3ARoNL2cvMTFoeV9ybjJxdhAB
LODGE-00778,PURNAMA,hotel,-7.1069,107.4558,bandung_raya_valid,170371.0,Rp 170.371,3.6,134.0,0,,Belum tersedia,Free parking; Parking; Free Wi-Fi; Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwia_J6B3-eUAxWPMwgFHQf5EHAYACICCAEQCRoCbWQ&co=1&gclid=EAIaIQobChMImvyegd_nlAMVjzMIBR0H-RBwEA0YBiABEgJQJvD_BwE&cid=CAASugHkaPA6wNkLCGFS_aY-fcjEWRS4-njKqT6i5bn8HzSsPhGkJBYoaNQbwAIUvOy9qnmLUYJuOvtpM1KWIcc-l1ck_aixWptMSIiZ1FdOtpAtNyvRo5uHTnyZza8rr7ruI3eKNq93awmmsLdxTWB2_rSSxU3rWZ3UGyP04T8d6vmICijx2RIyHzb8CBHp3TTi_KrX1vWUCKU4auY7NtQLywYeYKe2BzSPW8i_G1i3vSqzShD459iU39Jj_5Q&sig=AOD64_3YU45vaU_JmOsiFtAa4bSfe28lpA&adurl=,0.6,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_image,scrape_reviews_for_sentiment,4,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"penginapan in Kabupaten Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-51-18-035.json,ChkIksba3sHwmfhrGg0vZy8xMWhidDV4bnBoEAE
LODGE-00770,Ciwidey Jungle Camp,hotel,-7.126,107.5147,bandung_raya_valid,318938.0,Rp 318.938,4.4,64.0,0,,Belum tersedia,Free Wi-Fi,,https://www.google.com/aclk?sa=l&ai=DChsSEwiYj-K84eeUAxV6J9QBHWbAAP0YACICCAEQCRoCb2E&co=1&ase=2&gclid=EAIaIQobChMImI_ivOHnlAMVeifUAR1mwAD9EA0YCCABEgLMLvD_BwE&cid=CAASugHkaKfySVnbk3Aml6u8tNYO2jxVkSCwnDHPjvmAL5OH-XmgXw2vmRw61qW42TFvqzP1zFYBBdMu4-3hwtcMwccX-swlPjfaUNVr-FEx3S3VJVLOAfIHH4xeQdsQlGJEpmIVUesMxuSos-wI4AJTosnKTs8lfblHgbM47Pv6rygq6OhjpIRn1rGZb6HufDn7ttE5F1sWkHCFKbMVUQdyUVdk32yCb5YlRfvSIPH9if9VbCAgmUisMkCZfK8&category=acrcp_v1_48&sig=AOD64_2tO4q2d6wjCXC1lbtv_uMLBkylmw&adurl=,0.6,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_image,scrape_reviews_for_sentiment,4,False,False,False,,applied_price,price_lowest diisi dari Google Hotels safe candidate,"penginapan in Kabupaten Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-51-18-035.json,ChkI8typgsOamLhdGg0vZy8xMXM0el9fbnJkEAE
LODGE-00392,C Family Hotel,hotel,-6.877606,107.548351,bandung_raya_valid,500928.0,Rp 500.928,4.8,77.0,0,,Belum tersedia,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8Vf-Mcrfajrihk0H3dgVfBZye99O5sMa-UqCNSw_PQ_IRNQrW8gRgYdjaKtd5_S38bXVClAavNHRVR49FmxQarpkYPHXfIr47APPv3VqYDROt0BmWcDPwTPvsIbiiChpjSR-v6xY8kAfb=s10000,,0.58,unique_primary,,,,,4,P2_sentiment_missing,missing_sentiment|missing_source_link|missing_amenities,scrape_reviews_for_sentiment,3,False,False,False,,,,,,
