source_file,search_query,target_id,target_name,result_source,result_name,distance_km,name_similarity,price_lowest,price_display,overall_rating,reviews,property_token,audit_status
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Rhapsodic Stay Bed and Breakfast Bandung,0.004,1.0,,,4.3,65.0,ChoIudSv3YOipa7EARoNL2cvMTFjbWhkbDV2NxAB,target_found_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Daun Residence,1.131,0.217,410477.0,Rp 410.477,4.5,383.0,ChkI6Oq366mtyJp8Gg0vZy8xMWZqd3pmaHhoEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Pagar Putih Guest House Syariah,1.358,0.254,157343.0,Rp 157.343,4.6,156.0,ChkI_amaqeDl9fESGg0vZy8xMXNwODY0eWpuEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Buminanienie Family Guest House,1.162,0.222,163214.0,Rp 163.214,4.1,172.0,ChcI85yV5MOUjetrGgsvZy8xdGY0YmZsNRAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Selaras Guest House & Restaurant,0.947,0.323,379313.0,Rp 379.313,4.6,1182.0,ChgIlIPchaOmvtBRGgwvZy8xMXg5YnRkenQQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,NEO Hotel by ASTON Dipati Ukur Bandung,0.927,0.189,386700.0,Rp 386.700,4.6,6508.0,ChkIx7mbur279Pk0Gg0vZy8xMWJ2M3JuN2JrEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Guest House Mallea,0.971,0.2,252486.0,Rp 252.486,4.8,23.0,ChoI6cqKitSc4Y3MARoNL2cvMTFjNjBkeDBkaxAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Urban Merdeka by UHM,1.702,0.245,111654.0,Rp 111.654,4.2,163.0,ChoI66aGy_j0pNDUARoNL2cvMTFmcmZtN3BudBAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel tekMIRA,1.092,0.103,168480.0,Rp 168.480,4.4,191.0,ChkIx7XYqrSwlcNCGg0vZy8xMXkyN2wxcWo0EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,De'qur Hotel,0.552,0.053,163648.0,Rp 163.648,3.3,512.0,ChcI2bDIxsSUyYoOGgsvZy8xdGN4bTIycBAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Travellers Inn,0.71,0.217,369669.0,Rp 369.669,4.3,509.0,ChoIyOfVnNmxx_HRARoNL2cvMTFiN2w0XzUwZhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,RedDoorz near Gedung Sate 2,0.198,0.259,208607.0,Rp 208.607,4.5,682.0,ChoI7YyY58WBiuX7ARoNL2cvMTFmNHd2YmwwMhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,ibis Styles Bandung Grand Central,0.578,0.421,528756.0,Rp 528.756,4.8,4489.0,ChkIjprq0vXIjvlpGg0vZy8xMWZybDhyYzNqEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Tebu Hotel Bandung,1.077,0.111,502443.0,Rp 502.443,4.4,4490.0,ChoI56LWicfIz8nAARoNL2cvMTFiNzVoc2tqchAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Vio Hotel Surapati,0.312,0.182,302604.0,Rp 302.604,4.4,1728.0,ChkI4bH1_8qk0bzFARoML2cvMTJoemhfeXNxEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,My Hotel,1.084,0.059,248108.0,Rp 248.108,4.8,12.0,ChoIgumd_NP_mdiGARoNL2cvMTFyZ2g3ODdiYhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel Corsica,1.175,0.256,223130.0,Rp 223.130,4.2,718.0,ChkIpOGKuJe3uJf6ARoML2cvMWhjMmNsYzlnEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,IB23 inn,0.809,0.15,494353.0,Rp 494.353,4.8,245.0,ChkI1NGIq6z_xYoHGg0vZy8xMXk2YjJxeng5EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,House in the Center of Bandung 10 Minutes to Gedung Sate,0.852,0.219,785455.0,Rp 785.455,,,ChoQtJWtkoDE6sG3ARoNL2cvMTF6Nm0ydDBmMxAC,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Oak Woodpecker Studio,1.451,0.302,861229.0,Rp 861.229,,,ChkQgMHD947Av9cCGg0vZy8xMXljbDhuX3c2EAI,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,My Hotel,1.084,0.059,248104.0,Rp 248.104,4.8,12.0,ChoIgumd_NP_mdiGARoNL2cvMTFyZ2g3ODdiYhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Palais Dago Hotel,0.905,0.14,390592.0,Rp 390.592,4.5,1006.0,ChgIx9-X76WJ-fizARoLL2cvMXRkOGcyeGYQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Namin Hotel - Bandung,0.773,0.162,477520.0,Rp 477.520,4.2,1351.0,ChoI4oCK3ZvYh7HTARoNL2cvMTFidjN2cHBwchAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,RUMAH TAMU bandung,0.971,0.238,243144.0,Rp 243.144,4.6,37.0,ChkItov636_b59N-Gg0vZy8xMW54M3Jrc3I4EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,C60 Homestay,0.071,0.273,,,4.8,162.0,ChoI_ov5qaiCsbrXARoNL2cvMTFkX3l2eWw0NxAB,other_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Rumah Cimandiri,0.857,0.298,496752.0,Rp 496.752,4.6,80.0,ChkI9aWBveeS2-1wGg0vZy8xMXA1eDVuMnkzEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Suryakencana Boutique Guest House,0.912,0.277,714400.0,Rp 714.400,4.8,371.0,ChkI-fvKh7nu1rojGg0vZy8xMWgyYzJsM2R6EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Rumah Ebo Guesthouse,0.826,0.269,432160.0,Rp 432.160,4.3,167.0,ChgI9aumwfeqmZSaARoLL2cvMXg2bjRsZmoQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel tekMIRA,1.092,0.103,229320.0,Rp 229.320,4.4,191.0,ChkIx7XYqrSwlcNCGg0vZy8xMXkyN2wxcWo0EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Vio Hotel Surapati,0.312,0.182,307072.0,Rp 307.072,4.4,1728.0,ChkI4bH1_8qk0bzFARoML2cvMTJoemhfeXNxEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,WOODPECKER Tiny Home's,1.45,0.185,916832.0,Rp 916.832,4.9,128.0,ChkIq-y55Ymb-LUWGg0vZy8xMXduNTFfdGJ2EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Tibera Hotel,1.387,0.211,439344.0,Rp 439.344,4.6,1124.0,ChkI8Yz9yYaTjvZvGg0vZy8xMWI2Y19mcnYwEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hummingbird Eatery & Space,0.981,0.214,,,4.7,12645.0,ChkIlr_OnrSMvZZ2Gg0vZy8xMWI2YjVrM2h5EAE,other_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Bumi Singgah emaki & Cafe,0.641,0.327,509920.0,Rp 509.920,4.6,53.0,ChkI2qqbuKCK1o5YGg0vZy8xMXcxZjJxM2x6EAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Ivory Hotel Bandung,1.235,0.108,559904.0,Rp 559.904,4.6,2539.0,ChoIq5Dyl_jkzrbiARoNL2cvMTFiNmdsNzkwchAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Beehive Cafe & Boutique Hotel,1.373,0.189,638016.0,Rp 638.016,4.5,3441.0,ChoIg_6fx5_uwIqtARoNL2cvMTFjM2s2ajhtMBAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Citarum Hotel,0.885,0.205,494000.0,Rp 494.000,4.5,1702.0,ChcI1KGGt_-T6t4aGgsvZy8xdGQ4MGNrYhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,M Premiere Hotel Bandung,1.164,0.143,531008.0,Rp 531.008,4.4,1046.0,ChoI8YDWkfu0iovpARoNL2cvMTFiNnE2YnExMBAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,RedDoorz near Gedung Sate 2 - RedDoorz Double Room,0.185,0.347,391579.0,Rp 391.579,4.05,8.0,ChkQmv3fwPD0vftjGg0vZy8xMW1rX21wdGpkEAI,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,bumimakhraja syariah 4 - Deluxe Double Room,1.227,0.274,173079.0,Rp 173.079,2.5,2.0,ChkQ_6GcsPm1zL0vGg0vZy8xMXo1cV84aHZoEAI,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Vio Hotel Cimanuk,0.721,0.233,300014.0,Rp 300.014,4.2,1391.0,ChgI8b-Aj7u01-OSARoLL2cvMXRjeW5ia2wQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Saninten Inn,1.204,0.182,825856.0,Rp 825.856,4.7,214.0,ChoI5cKm54-vnabtARoNL2cvMTFnZ3M4bW56YhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel Supratman,0.825,0.244,182000.0,Rp 182.000,4.3,448.0,ChgIv_Da2L7IuOPQARoLL2cvMXdqd3h5ZGQQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel Bumi Asih Gedung Sate Bandung,0.907,0.226,503727.0,Rp 503.727,4.3,903.0,ChgIj8zgvdCOvNKPARoLL2cvMXZxeXpwd2gQAQ,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Spot 43 Hotel & Cafe,1.06,0.091,521593.0,Rp 521.593,4.8,188.0,ChoIjLHq4MGC7IyAARoNL2cvMTF5Ml81djI4ZxAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,JIRO Hotel,1.275,0.111,646104.0,Rp 646.104,4.7,148.0,ChkIr6HZ8Z_0tKBvGg0vZy8xMXk2bGZyY2syEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,DuaSatu Living,1.313,0.174,,,4.9,67.0,ChkIh8qY9ZCX2dkDGg0vZy8xMXlmZzhibTR0EAE,other_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Serela Riau Hotel,1.071,0.279,256547.0,Rp 256.547,4.0,3059.0,ChcIhsmFm87TwvxsGgsvZy8xdGYycDBsYxAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,RedDoorz near Gedung Sate 2,0.198,0.259,328488.0,Rp 328.488,4.5,682.0,ChoI7YyY58WBiuX7ARoNL2cvMTFmNHd2YmwwMhAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Hotel De Paviljoen Bandung,1.083,0.182,751170.0,Rp 751.170,4.5,6025.0,ChoIn92CvZDeqtLLARoNL2cvMTFiNmJweGJkbBAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Bumi Makhraja,1.226,0.222,159091.0,Rp 159.091,4.2,203.0,ChoIp7Pb7dKzq9TQARoNL2cvMTFmN2tsYm44eRAB,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Rumah Aca Guest House,0.99,0.34,,,4.4,135.0,ChgIut3W4P3HkrUDGgwvZy8xMXhnY3AzbmgQAQ,other_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Kulem Rangga Gempol,0.929,0.196,444125.0,Rp 444.125,4.4,68.0,ChkIoJSov5qKoMVyGg0vZy8xMWR6ZGMzcGdwEAE,other_property_price_ignore
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,The Gempol 111 Room,0.846,0.085,,,4.5,89.0,ChkI26LDz6ufyc5OGg0vZy8xMXN5M3YxbnRkEAE,other_no_price
pasted-text.txt,Rhapsodic Stay Bed and Breakfast Bandung Kota Bandung Jawa Barat Indonesia,LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,properties,Wisma Dago Hotel,1.058,0.095,226384.0,Rp 226.384,3.8,673.0,ChgIhub-0I6Ws6XwARoLL2cvMXRqNWg4M2YQAQ,other_property_price_ignore
