scope,penginapan_id,name,property_type,priority,latitude,longitude,fixed_search_query
all_237,LODGE-00306,Lovina Nature House 702,vacation_rental,P1_core_rating_price_missing,-6.8254,107.5548,Lovina Nature House 702 Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00307,Lovina Nature House 703,vacation_rental,P1_core_rating_price_missing,-6.821,107.556,Lovina Nature House 703 Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00308,Marina Private Glamping,vacation_rental,P1_core_rating_price_missing,-6.8033,107.5481,Marina Private Glamping Bandung Jawa Barat Indonesia
all_237,LODGE-00705,Nakula,vacation_rental,P1_core_rating_price_missing,-7.1114,107.4968,Nakula Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00708,Patuha Resort,vacation_rental,P1_core_rating_price_missing,-7.1339,107.4091,Patuha Resort Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00709,"Penginapan Ciwidey luas 20m2, 2 kasur, 1 k.mandi,",vacation_rental,P1_core_rating_price_missing,-7.1208,107.4305,"Penginapan Ciwidey luas 20m2, 2 kasur, 1 k.mandi, Ciwidey Kabupaten Bandung Jawa Barat Indonesia"
all_237,LODGE-00018,Porlak Jahe GTK ( Giri Tirta Kahuripan ),vacation_rental,P1_core_rating_price_missing,-6.6329,107.5352,Porlak Jahe GTK ( Giri Tirta Kahuripan ) Bandung Jawa Barat Indonesia
all_237,LODGE-00314,Riyadhi 1 Glamping,vacation_rental,P1_core_rating_price_missing,-6.8033,107.548,Riyadhi 1 Glamping Bandung Jawa Barat Indonesia
all_237,LODGE-00714,Rumah Alifa Blok A3,vacation_rental,P1_core_rating_price_missing,-6.7955,107.1624,Rumah Alifa Blok A3 Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00715,Salya Bawah,vacation_rental,P1_core_rating_price_missing,-7.1113,107.4969,Salya Bawah Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00318,Sewa Rumah Kota Baru Parahyangan Bandung,vacation_rental,P1_core_rating_price_missing,-6.8688,107.4762,Sewa Rumah Kota Baru Parahyangan Bandung Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00717,Shakilla House 6A Syariah Cigalumpit Cianjur,vacation_rental,P1_core_rating_price_missing,-6.8162,107.1715,Shakilla House 6A Syariah Cigalumpit Cianjur Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00721,Shakilla House 8 Syariah Panorama,vacation_rental,P1_core_rating_price_missing,-6.8061,107.122,Shakilla House 8 Syariah Panorama Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00722,Shakilla House 8A Panorama Syariah,vacation_rental,P1_core_rating_price_missing,-6.8061,107.1218,Shakilla House 8A Panorama Syariah Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00723,Shakilla House 8B Syariah Panorama,vacation_rental,P1_core_rating_price_missing,-6.8061,107.122,Shakilla House 8B Syariah Panorama Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00724,Sharia Family House,vacation_rental,P1_core_rating_price_missing,-7.0625,107.5483,Sharia Family House Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00321,TROYA HOUSE,vacation_rental,P1_core_rating_price_missing,-6.8565,107.4895,TROYA HOUSE Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00733,Vila Bukit Endah,vacation_rental,P1_core_rating_price_missing,-7.1693,107.5247,Vila Bukit Endah Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00846,Vila Refa-1 type Cotage,vacation_rental,P1_core_rating_price_missing,-6.7219,107.5313,Vila Refa-1 type Cotage Bandung Jawa Barat Indonesia
all_237,LODGE-00758,Wulandari Camp Riverside - Tent,vacation_rental,P1_core_rating_price_missing,-7.1834,107.5454,Wulandari Camp Riverside - Tent Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00759,Wulandari Riverside - Tent,vacation_rental,P1_core_rating_price_missing,-7.1834,107.5454,Wulandari Riverside - Tent Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00760,Yudistira,vacation_rental,P1_core_rating_price_missing,-7.1113,107.4969,Yudistira Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00762,datar pinus LUXURY,vacation_rental,P1_core_rating_price_missing,-7.1837,107.5485,datar pinus LUXURY Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00763,family only,vacation_rental,P1_core_rating_price_missing,-7.1229,107.424,family only Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00336,kusumanagara 1,vacation_rental,P1_core_rating_price_missing,-6.8033,107.5484,kusumanagara 1 Bandung Jawa Barat Indonesia
all_237,LODGE-00349,Aira Glamping - Tent,vacation_rental,P1_core_rating_price_missing,-6.8035,107.5471,Aira Glamping - Tent Bandung Jawa Barat Indonesia
all_237,LODGE-00353,Casa de Jingga - KBP,vacation_rental,P1_core_rating_price_missing,-6.8731,107.4732,Casa de Jingga - KBP Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00495,D'Sentra Riverside Camp,vacation_rental,P1_core_rating_price_missing,-7.1715,107.5619,D'Sentra Riverside Camp Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00358,Hanara Private Glamping - Tent,vacation_rental,P1_core_rating_price_missing,-6.8042,107.5488,Hanara Private Glamping - Tent Bandung Jawa Barat Indonesia
all_237,LODGE-00360,Keyla Private Glamping,vacation_rental,P1_core_rating_price_missing,-6.8036,107.5479,Keyla Private Glamping Bandung Jawa Barat Indonesia
all_237,LODGE-00374,Royal Tulip Degreen Bandung,vacation_rental,P1_core_rating_price_missing,-6.8995,107.5326,Royal Tulip Degreen Bandung Cimahi Jawa Barat Indonesia
all_237,LODGE-00783,Seribu Pulau Pangalengan - Tent,vacation_rental,P1_core_rating_price_missing,-7.1902,107.5504,Seribu Pulau Pangalengan - Tent Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01631,Cove Vaia,vacation_rental,P1_core_rating_price_missing,-6.8925,107.5841,Cove Vaia Bandung Jawa Barat Indonesia
all_237,LODGE-00793,Farmstay Manangel,vacation_rental,P1_core_rating_price_missing,-6.7861,107.1329,Farmstay Manangel Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00794,Glamping Ciwidey Argapuri,vacation_rental,P1_core_rating_price_missing,-7.1307,107.5138,Glamping Ciwidey Argapuri Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00795,Glamping Taman Love,vacation_rental,P1_core_rating_price_missing,-7.045,107.5039,Glamping Taman Love Bandung Jawa Barat Indonesia
all_237,LODGE-00408,Heavenly 2 Private Glamping,vacation_rental,P1_core_rating_price_missing,-6.8041,107.5483,Heavenly 2 Private Glamping Bandung Jawa Barat Indonesia
all_237,LODGE-00410,Nadhif House Syariah,vacation_rental,P1_core_rating_price_missing,-6.8698,107.456,Nadhif House Syariah Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00800,Rumah Azka,vacation_rental,P1_core_rating_price_missing,-7.1217,107.4254,Rumah Azka Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00414,Svarga Glamping,vacation_rental,P1_core_rating_price_missing,-6.8036,107.5482,Svarga Glamping Bandung Jawa Barat Indonesia
all_237,LODGE-00416,Vila Murah Di Lembang Vila malaika,vacation_rental,P1_core_rating_price_missing,-6.8465,107.5449,Vila Murah Di Lembang Vila malaika Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00851,EXPRESS O 90954 Penginapan Daun Salam,vacation_rental,P1_core_rating_price_missing,-6.6733,107.5004,EXPRESS O 90954 Penginapan Daun Salam Bandung Jawa Barat Indonesia
all_237,LODGE-01643,Orange Home Syariah,vacation_rental,P1_core_rating_price_missing,-6.8891,107.5834,Orange Home Syariah Bandung Jawa Barat Indonesia
all_237,LODGE-00809,Penginapan nuansa Riung gunung,vacation_rental,P1_core_rating_price_missing,-7.1689,107.5249,Penginapan nuansa Riung gunung Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00816,"Tenda Sederhana, Soreang River Side Ciwidey",vacation_rental,P1_core_rating_price_missing,-7.0222,107.5003,"Tenda Sederhana, Soreang River Side Ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia"
all_237,LODGE-01543,OYO 944 Doorman Residence,hotel,P1_rating_reviews_missing,-6.918,107.5996,OYO 944 Doorman Residence Bandung Jawa Barat Indonesia
all_237,LODGE-00143,ADS House Padalarang - Guesthouse Aesthetic,guest_house,P1_rating_reviews_missing,-6.8495,107.4725,ADS House Padalarang - Guesthouse Aesthetic Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00568,Homestay VV&V,guest_house,P1_rating_reviews_missing,-7.1353,107.4067,Homestay VV&V Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,Homestay murah ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00836,Syariah Maribaya Family Guest House,guest_house,P1_rating_reviews_missing,-6.8167,107.6273,Syariah Maribaya Family Guest House Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,Tiara Guest House Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00631,Alma Strawberry ( Home stay ),guest_house,P1_rating_reviews_missing,-7.1323,107.4169,Alma Strawberry ( Home stay ) Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01575,Kost harian/penginapan peri,guest_house,P1_rating_reviews_missing,-6.9446,107.5953,Kost harian/penginapan peri Bandung Jawa Barat Indonesia
all_237,LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00730,VV&V HomeStay,guest_house,P1_rating_reviews_missing,-7.131,107.4208,VV&V HomeStay Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01621,OYO 94030 Ar Guest House Syariah,guest_house,P1_rating_reviews_missing,-7.0344,107.5457,OYO 94030 Ar Guest House Syariah Bandung Jawa Barat Indonesia
all_237,LODGE-00525,Aubrey Villa Ciwidey - Chalet,villa,P1_rating_reviews_missing,-7.124,107.5054,Aubrey Villa Ciwidey - Chalet Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00556,Arreneuz Villa Syariah Ciwidey,villa,P1_rating_reviews_missing,-7.1062,107.4262,Arreneuz Villa Syariah Ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00153,Casamora Villa Parahyangan Bandung,villa,P1_rating_reviews_missing,-6.8229,107.5416,Casamora Villa Parahyangan Bandung Bandung Jawa Barat Indonesia
all_237,LODGE-00154,Clamitan Villas 2,villa,P1_rating_reviews_missing,-6.8492,107.473,Clamitan Villas 2 Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00159,Gyuzel villa di lembang,villa,P1_rating_reviews_missing,-6.8457,107.5482,Gyuzel villa di lembang Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00169,Oemaja Villa Spacious Living Room KBP Bandung,villa,P1_rating_reviews_missing,-6.8702,107.4531,Oemaja Villa Spacious Living Room KBP Bandung Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00171,Perfect villa with city view for family gateaway,villa,P1_rating_reviews_missing,-6.8485,107.4721,Perfect villa with city view for family gateaway Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00574,Pierdi Villa,villa,P1_rating_reviews_missing,-7.1219,107.4299,Pierdi Villa Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00579,Rima Villa Ciwidey living,villa,P1_rating_reviews_missing,-7.0871,107.4658,Rima Villa Ciwidey living Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00585,Sewa Villa Nadiviya Ciwidey,villa,P1_rating_reviews_missing,-7.1326,107.4181,Sewa Villa Nadiviya Ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00594,VILLA NADIVIYA,villa,P1_rating_reviews_missing,-7.1326,107.4181,VILLA NADIVIYA Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00599,Villa CHW Family,villa,P1_rating_reviews_missing,-7.1217,107.4217,Villa CHW Family Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00480,Villa Cempaka Pangalengan,villa,P1_rating_reviews_missing,-7.1878,107.6087,Villa Cempaka Pangalengan Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00600,Villa Daffa Ciwidey - for family events leisures,villa,P1_rating_reviews_missing,-7.0849,107.4461,Villa Daffa Ciwidey - for family events leisures Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00183,Villa Family House Cimahi,villa,P1_rating_reviews_missing,-6.8448,107.5453,Villa Family House Cimahi Cimahi Jawa Barat Indonesia
all_237,LODGE-00601,Villa Haposan,villa,P1_rating_reviews_missing,-7.1229,107.4329,Villa Haposan Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00184,Villa Kahuripan Triangle,villa,P1_rating_reviews_missing,-6.8036,107.5482,Villa Kahuripan Triangle Bandung Jawa Barat Indonesia
all_237,LODGE-00187,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung,villa,P1_rating_reviews_missing,-6.9012,107.5152,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00604,Villa Nesa,villa,P1_rating_reviews_missing,-6.812,107.1456,Villa Nesa Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00481,Villa Pangalengan,villa,P1_rating_reviews_missing,-7.2038,107.542,Villa Pangalengan Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00188,Villa Roseanne,villa,P1_rating_reviews_missing,-6.8167,107.5578,Villa Roseanne Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00605,Villa Sakinah Ciwidey,villa,P1_rating_reviews_missing,-7.1143,107.4458,Villa Sakinah Ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00607,Villa Situ Patenggang Bandung Selatan,villa,P1_rating_reviews_missing,-7.1637,107.3577,Villa Situ Patenggang Bandung Selatan Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00007,Villa Soli Deo Gloria,villa,P1_rating_reviews_missing,-6.6295,107.5543,Villa Soli Deo Gloria Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00189,Villa Suarga Loka,villa,P1_rating_reviews_missing,-6.8304,107.5526,Villa Suarga Loka Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00609,Villa Tagar Hidayah Ciwidey,villa,P1_rating_reviews_missing,-7.0858,107.4482,Villa Tagar Hidayah Ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00008,Villa Tepi Bukit,villa,P1_rating_reviews_missing,-6.7639,107.0594,Villa Tepi Bukit Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00190,"Villa With Private Jacuzzi , Damar Ningrum 3",villa,P1_rating_reviews_missing,-6.8304,107.5526,"Villa With Private Jacuzzi , Damar Ningrum 3 Lembang Kabupaten Bandung Barat Jawa Barat Indonesia"
all_237,LODGE-00610,Villa minimalis nyaman beraih rapih,villa,P1_rating_reviews_missing,-6.812,107.1452,Villa minimalis nyaman beraih rapih Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00611,Villa osaka,villa,P1_rating_reviews_missing,-6.8118,107.1454,Villa osaka Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00612,Villa pataya kota bunga 3 kamar tidur,villa,P1_rating_reviews_missing,-6.8118,107.1454,Villa pataya kota bunga 3 kamar tidur Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00191,Villa roseane,villa,P1_rating_reviews_missing,-6.8162,107.5579,Villa roseane Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00193,"Villa with jacuzzi, Damar Ningrum 5",villa,P1_rating_reviews_missing,-6.8216,107.5555,"Villa with jacuzzi, Damar Ningrum 5 Lembang Kabupaten Bandung Barat Jawa Barat Indonesia"
all_237,LODGE-00613,disewakan villa puncak kota bunga new year,villa,P1_rating_reviews_missing,-6.812,107.1451,disewakan villa puncak kota bunga new year Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00839,Villa Bumisoka,villa,P1_rating_reviews_missing,-6.7124,107.5322,Villa Bumisoka Bandung Jawa Barat Indonesia
all_237,LODGE-00629,Villa Feridys,villa,P1_rating_reviews_missing,-7.0896,107.5548,Villa Feridys Bandung Jawa Barat Indonesia
all_237,LODGE-00630,Villa Situ Patenggang BKSDA,villa,P1_rating_reviews_missing,-7.1637,107.3577,Villa Situ Patenggang BKSDA Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00661,dr stable villa,villa,P1_rating_reviews_missing,-6.8118,107.1451,dr stable villa Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00475,Buana Glamping,vacation_rental,P1_rating_reviews_missing,-7.191,107.5794,Buana Glamping Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00476,Bumina EENK,vacation_rental,P1_rating_reviews_missing,-7.233,107.5215,Bumina EENK Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00113,Maple Dome Glamping - Tent,vacation_rental,P1_rating_reviews_missing,-6.8036,107.5482,Maple Dome Glamping - Tent Bandung Jawa Barat Indonesia
all_237,LODGE-00477,Taman Wisata Bougenville by Kozystay,vacation_rental,P1_rating_reviews_missing,-7.111,107.6019,Taman Wisata Bougenville by Kozystay Bandung Jawa Barat Indonesia
all_237,LODGE-00147,Arumnala with butler and Breakfast at KBP,vacation_rental,P1_rating_reviews_missing,-6.8636,107.4573,Arumnala with butler and Breakfast at KBP Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00151,Casa Miera,vacation_rental,P1_rating_reviews_missing,-6.8687,107.454,Casa Miera Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00561,Ciwidey Hills & Wetland Family 2,vacation_rental,P1_rating_reviews_missing,-7.1228,107.4218,Ciwidey Hills & Wetland Family 2 Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01430,Collection O 3130 D'Valley View - Family Suite,vacation_rental,P1_rating_reviews_missing,-6.8221,107.6093,Collection O 3130 D'Valley View - Family Suite Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-01440,Cozy home hideaway in Bandung,vacation_rental,P1_rating_reviews_missing,-7.0114,107.5726,Cozy home hideaway in Bandung Bandung Jawa Barat Indonesia
all_237,LODGE-00565,Datar Pinus Cabin Mezzanine 18-1,vacation_rental,P1_rating_reviews_missing,-7.1855,107.55,Datar Pinus Cabin Mezzanine 18-1 Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00566,Desaku Indah Home-Stay,vacation_rental,P1_rating_reviews_missing,-6.8118,107.1451,Desaku Indah Home-Stay Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00006,Desaku Indah Home-stay,vacation_rental,P1_rating_reviews_missing,-6.8002,107.0624,Desaku Indah Home-stay Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00567,Gede pangrango resort n cafe,vacation_rental,P1_rating_reviews_missing,-6.8115,107.1456,Gede pangrango resort n cafe Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00160,Hanna Home at Kota Baru Parahyangan KBP,vacation_rental,P1_rating_reviews_missing,-6.8696,107.4559,Hanna Home at Kota Baru Parahyangan KBP Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00163,Imah Safina Cozy Private Home Syariah Padalarang,vacation_rental,P1_rating_reviews_missing,-6.8497,107.5115,Imah Safina Cozy Private Home Syariah Padalarang Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-01455,"Jardin, City View, Netflix WIFI",vacation_rental,P1_rating_reviews_missing,-6.892,107.605,"Jardin, City View, Netflix WIFI Bandung Jawa Barat Indonesia"
all_237,LODGE-01460,Jasmine 37 House,vacation_rental,P1_rating_reviews_missing,-7.0067,107.5564,Jasmine 37 House Bandung Jawa Barat Indonesia
all_237,LODGE-00570,Karna,vacation_rental,P1_rating_reviews_missing,-7.1113,107.4969,Karna Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00571,Kresna,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,Kresna Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01462,M'Square Commercial Suites,vacation_rental,P1_rating_reviews_missing,-6.9442,107.5946,M'Square Commercial Suites Bandung Jawa Barat Indonesia
all_237,LODGE-00572,Madukara 2,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,Madukara 2 Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00578,Regan Luxcamp by Digihub Hospitality - Tent,vacation_rental,P1_rating_reviews_missing,-7.1845,107.5469,Regan Luxcamp by Digihub Hospitality - Tent Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00581,SHAKILLA House Syariah Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8282,107.132,SHAKILLA House Syariah Cianjur Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00582,Sadewa,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4969,Sadewa Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00583,Salya Atas,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,Salya Atas Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00586,Shakilla House 2 Syariah Rancagoong Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8453,107.1136,Shakilla House 2 Syariah Rancagoong Cianjur Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00589,Shakilla House 6C Syariah Cigalumpit Cianjur,vacation_rental,P1_rating_reviews_missing,-6.8162,107.1715,Shakilla House 6C Syariah Cigalumpit Cianjur Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00590,Srikandi,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4968,Srikandi Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00175,Suarga Loka,vacation_rental,P1_rating_reviews_missing,-6.8304,107.5526,Suarga Loka Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00482,Villà mandala,vacation_rental,P1_rating_reviews_missing,-7.186,107.5861,Villà mandala Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01504,WABS Syariah,vacation_rental,P1_rating_reviews_missing,-6.9296,107.6262,WABS Syariah Bandung Jawa Barat Indonesia
all_237,LODGE-01505,Wisma 812 Khusus Putra,vacation_rental,P1_rating_reviews_missing,-6.8945,107.6392,Wisma 812 Khusus Putra Bandung Jawa Barat Indonesia
all_237,LODGE-00837,pnd property,vacation_rental,P1_rating_reviews_missing,-6.8133,107.6571,pnd property Lembang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00616,Bobocabin Kawah Ciwidey Bandung,vacation_rental,P1_rating_reviews_missing,-7.1775,107.3946,Bobocabin Kawah Ciwidey Bandung Pangalengan Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-01533,Easton Park Naffi Rooms by Mustika,vacation_rental,P1_rating_reviews_missing,-6.936,107.7651,Easton Park Naffi Rooms by Mustika Bandung Jawa Barat Indonesia
all_237,LODGE-00618,Giri Home & Travel,vacation_rental,P1_rating_reviews_missing,-7.0921,107.4742,Giri Home & Travel Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00621,OZ Cabin by Farmstay Managel,vacation_rental,P1_rating_reviews_missing,-6.7861,107.1329,OZ Cabin by Farmstay Managel Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-01549,Rehat at Paskal Pelangi,vacation_rental,P1_rating_reviews_missing,-6.9099,107.598,Rehat at Paskal Pelangi Bandung Jawa Barat Indonesia
all_237,LODGE-00011,Rice Field View,vacation_rental,P1_rating_reviews_missing,-6.837,107.085,Rice Field View Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia
all_237,LODGE-00632,Baladewa,vacation_rental,P1_rating_reviews_missing,-7.1114,107.4969,Baladewa Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00648,Subali,vacation_rental,P1_rating_reviews_missing,-7.1113,107.4965,Subali Ciwidey Kabupaten Bandung Jawa Barat Indonesia
all_237,LODGE-00265,Pasteur House,vacation_rental,P1_rating_reviews_missing,-6.891029358,107.5734711,Pasteur House Cimahi Jawa Barat Indonesia
